wallet,pm_coin,pm_direction,pm_question,pm_token_bought,pm_buy_price,pm_shares_bought,pm_dollar_spent,pm_nominal_value,pm_buy_timestamp,pm_market_end_date,pm_days_before_resolution,pm_sold_early,hl_coin,hl_side,hl_open_timestamp,hl_close_timestamp,hl_avg_entry_price,hl_exit_price,hl_total_buy_size,hl_total_notional_all_fills,hl_realized_pnl,hl_fills_count,size_bucket,price_bucket,entry_size_bucket,entry_price_bucket,is_high_confidence
0x2b64ea69157d6c6ddfe90a906f2eb235d25b21b6,NVDA,Bullish,Will NVIDIA (NVDA) close at $190–195 in 2025?,Yes,0.09,22.22,2.0,22.22,2025-11-29T21:55:37+00:00,2025-12-31T00:00:00+00:00,31.1,No,NVDA,Short,2025-11-21T14:03:03.889000+00:00,2025-12-26T17:18:05.436000+00:00,181.2654,190.5,66.723,24185.31,-3.84,69,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0x2b64ea69157d6c6ddfe90a906f2eb235d25b21b6,NVDA,Bullish,Will NVIDIA (NVDA) close at $195–200 in 2025?,Yes,0.09,22.22,2.0,22.22,2025-11-29T21:55:13+00:00,2025-12-31T00:00:00+00:00,31.1,No,NVDA,Short,2025-11-21T14:03:03.889000+00:00,2025-12-26T17:18:05.436000+00:00,181.2654,190.5,66.723,24185.31,-3.84,69,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) close above $150 end of November?,No,0.0485,103.1,5.0,103.1,2025-11-19T19:12:53+00:00,2025-11-28T21:00:00+00:00,9.1,No,NVDA,Long,2025-11-19T14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) close above $170 end of November?,No,0.24,20.83,5.0,20.83,2025-11-19T19:12:37+00:00,2025-11-28T21:00:00+00:00,9.1,No,NVDA,Long,2025-11-19T14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.08,62.5,5.0,62.5,2025-11-17T21:42:31+00:00,2025-11-19T22:00:00+00:00,2.0,No,NVDA,Long,2025-11-19T14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.09,55.56,5.0,55.56,2025-11-13T13:58:08+00:00,2025-11-19T22:00:00+00:00,6.3,No,NVDA,Long,2025-11-19T14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xdd5fc1676f84019ce3cffa6f52c3060363407c0e,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1452,34.43,5.0,34.43,2025-11-11T13:23:25+00:00,2025-11-19T22:00:00+00:00,8.4,No,NVDA,Long,2025-11-19T14:51:05.836000+00:00,2025-11-19T22:04:17.739000+00:00,185.91,196.06,21.996,8402.33,223.78,4,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $165 before 2026??,Yes,0.34,200.0,68.0,200.0,2025-12-17T15:41:38+00:00,2025-12-31T23:59:59+00:00,14.3,Yes,NVDA,Short,2025-11-20T08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,Large (>=$50),Low (<$0.50),Large (>=$50),Low (<$0.50),No
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $165 before 2026??,Yes,0.3,100.0,30.0,100.0,2025-12-16T03:20:19+00:00,2025-12-31T23:59:59+00:00,15.9,Yes,NVDA,Short,2025-11-20T08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0x947db9d96aea1650d4879eba95e0d6aa0dd93e90,NVDA,Bullish,Will NVIDIA (NVDA) hit $160 before 2026??,Yes,0.4,72.15,28.86,72.15,2025-12-01T09:50:58+00:00,2025-12-31T23:59:59+00:00,30.6,Yes,NVDA,Short,2025-11-20T08:46:57.892000+00:00,2025-12-04T09:59:06.668000+00:00,186.3483,180.87,29.267,10951.17,43.46,22,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xa155ca5ecc705be8a8af4a90a26105c9ea02bf9e,AAPL,Bearish,Tim Cook out as Apple CEO in 2025?,No,0.991,11.1,11.0,11.1,2025-12-16T09:28:57+00:00,2025-12-31T12:00:00+00:00,15.1,Yes,AAPL,Long,2025-12-02T20:23:30.007000+00:00,2025-12-03T11:59:36.515000+00:00,286.27,285.57,4.727,2703.99,-2.4,26,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0xa155ca5ecc705be8a8af4a90a26105c9ea02bf9e,AAPL,Bearish,Will Apple acquire Perplexity in 2025?,No,0.95,5.26,5.0,5.26,2025-11-06T15:47:53+00:00,2025-12-31T23:00:00+00:00,55.3,Yes,AAPL,Long,2025-12-02T20:23:30.007000+00:00,2025-12-03T11:59:36.515000+00:00,286.27,285.57,4.727,2703.99,-2.4,26,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0xbb999dd40dbd4be23a6b76ba65b94be3d817d8ac,AAPL,Bearish,Will Apple be the largest company in the world by market cap on November 30?,No,0.942,10.0,9.42,10.0,2025-11-19T20:53:09+00:00,2025-11-30T00:00:00+00:00,10.1,No,AAPL,Long,2025-11-28T14:53:12.480000+00:00,2026-05-18T15:19:24.988000+00:00,272.7635,296.19,27.23,14859.17,4.47,101,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0xbb999dd40dbd4be23a6b76ba65b94be3d817d8ac,GOOGL,Bullish,Will Google (GOOGL) close above $260 end of December?,Yes,0.996,10.0,9.96,10.0,2025-12-22T13:31:53+00:00,2025-12-31T21:00:00+00:00,9.3,No,GOOGL,Short,2025-11-24T15:52:43.751000+00:00,2026-05-13T16:14:11.195000+00:00,325.0588,399.15,18.184,11809.4,-12.33,66,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0xfece5d531c16508de2bd445e772e51d143c0d147,GOOGL,Bullish,Will Google (GOOGL) close above $220 end of November?,Yes,0.997,20.06,20.0,20.06,2025-11-22T09:26:05+00:00,2025-11-28T21:00:00+00:00,6.5,No,GOOGL,Short,2025-11-24T20:01:28.071000+00:00,2026-02-03T14:33:38.659000+00:00,328.8294,345.49,25.248,16552.47,-52.1,34,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0xfece5d531c16508de2bd445e772e51d143c0d147,META,Bullish,Will Meta reach $960 in November?,Yes,0.01,500.0,5.0,500.0,2025-11-09T12:56:11+00:00,2025-12-01T04:59:59.999000+00:00,21.7,No,META,Short,2025-11-21T18:30:41.845000+00:00,2025-11-24T19:08:47.273000+00:00,615.67,615.67,0.365,440.8,-8.64,2,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0xfa4efb76f67bfe940d026adace39a8dac1df3b76,NVDA,Bearish,Will NVIDIA dip to $144 in November?,Yes,0.0391,256.0,10.0,256.0,2025-11-05T07:45:53+00:00,2025-12-01T04:59:59.999000+00:00,25.9,No,NVDA,Long,2025-11-20T12:23:02.975000+00:00,2026-06-15T12:33:35.207000+00:00,196.5237,208.26,55.429,21783.9,-2.29,31,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xfa4efb76f67bfe940d026adace39a8dac1df3b76,NVDA,Bearish,Will NVIDIA dip to $124 in November?,Yes,0.025,400.62,10.0,400.62,2025-11-05T07:45:43+00:00,2025-12-01T04:59:59.999000+00:00,25.9,No,NVDA,Long,2025-11-20T12:23:02.975000+00:00,2026-06-15T12:33:35.207000+00:00,196.5237,208.26,55.429,21783.9,-2.29,31,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xdc04703855a5fd08f577a22f987fb41e49348a9a,GOOGL,Bullish,Will Google (GOOGL) hit $290 before 2026??,Yes,0.4338,46.11,20.0,46.11,2025-12-12T15:51:12+00:00,2025-12-31T23:59:59+00:00,19.3,No,GOOGL,Short,2025-12-08T16:10:50.252000+00:00,2026-02-06T01:46:33.036000+00:00,328.9516,324.97,1349.708,890017.07,2038.97,1631,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0xd71a41ec000089ae99873afb4d15cc7d54dd95bc,MSFT,Bullish,Will Microsoft be the second-largest company in the world by market cap on November 30?,Yes,0.08,62.5,5.0,62.5,2025-11-16T01:32:17+00:00,2025-11-30T00:00:00+00:00,13.9,No,MSFT,Short,2025-11-20T18:09:53.297000+00:00,2025-12-03T18:11:42.147000+00:00,482.7533,482.71,118.49,113850.09,-552.84,509,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0x2203e88248a59eec300f2bffecceabe29e0986b4,AMZN,Bearish,Will Amazon be the largest company in the world by market cap on March 31?,No,0.999,5.01,5.0,5.01,2026-03-21T19:44:33+00:00,2026-03-31T00:00:00+00:00,9.2,No,AMZN,Long,2025-11-28T16:09:20.756000+00:00,2025-12-05T16:13:44.961000+00:00,231.9543,230.07,75.5,35020.32,-4.76,99,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0x2b722ee9a9932ead52af0586fdb545eb8758de68,GOOGL,Bearish,Will Google (GOOGL) hit $335 before 2026??,No,0.44,90.0,39.6,90.0,2025-12-02T09:56:36+00:00,2025-12-31T23:59:59+00:00,29.6,No,GOOGL,Long,2025-12-02T10:00:23.153000+00:00,2025-12-17T14:38:14.155000+00:00,316.78,301.56,2.841,1756.7,-43.24,7,Medium ($10-$50),Low (<$0.50),Medium ($10-$50),Low (<$0.50),No
0x57fc5d089f5aecf327b40472bcf52f52cf31928a,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.927,107.87,100.0,107.87,2025-11-19T21:03:39+00:00,2025-11-19T22:00:00+00:00,0.0,No,NVDA,Short,2025-11-13T03:09:36.544000+00:00,2026-01-08T17:30:02.905000+00:00,185.2988,184.42,1265.302,468225.81,-691.99,665,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x57fc5d089f5aecf327b40472bcf52f52cf31928a,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.9269,107.88,100.0,107.88,2025-11-19T21:03:27+00:00,2025-11-19T22:00:00+00:00,0.0,No,NVDA,Short,2025-11-13T03:09:36.544000+00:00,2026-01-08T17:30:02.905000+00:00,185.2988,184.42,1265.302,468225.81,-691.99,665,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x635cb5c09388d295ea7ca55efe8f850c88039ecf,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.966,29.77,28.76,29.77,2025-12-21T23:02:04+00:00,2025-12-31T00:00:00+00:00,9.0,Yes,NVDA,Long,2025-11-13T12:11:48.510000+00:00,2026-01-26T10:09:11.491000+00:00,186.2637,186.19,62.481,23270.45,-5.44,108,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x635cb5c09388d295ea7ca55efe8f850c88039ecf,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.978,28.25,27.63,28.25,2025-12-20T19:39:49+00:00,2025-12-31T00:00:00+00:00,10.2,Yes,NVDA,Long,2025-11-13T12:11:48.510000+00:00,2026-01-26T10:09:11.491000+00:00,186.2637,186.19,62.481,23270.45,-5.44,108,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x80401362dc41308f34195f85fa508695cab4f5eb,NVDA,Bearish,Will NVIDIA (NVDA) close at >$220 in 2025?,No,0.95,10.53,10.0,10.53,2025-11-30T19:18:42+00:00,2025-12-31T00:00:00+00:00,30.2,Yes,NVDA,Long,2025-11-13T07:39:13.333000+00:00,2025-11-26T14:10:55.417000+00:00,179.2271,181.22,207.9,74521.87,-0.75,37,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x929d9bc38739d587278b77eb4cd23a027de5b4de,META,Bullish,Will Meta dip to $550 in November?,No,0.98,50.0,49.0,50.0,2025-11-25T04:27:15+00:00,2025-12-01T04:59:59.999000+00:00,6.0,Yes,META,Short,2025-11-20T15:04:15.767000+00:00,2025-11-20T15:10:33.854000+00:00,599.31,599.31,9.191,11007.08,-9.44,22,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x238ae641390a55969271161401880bb154b06ebe,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.859,23.28,20.0,23.28,2025-12-18T09:08:08+00:00,2025-12-31T00:00:00+00:00,12.6,No,NVDA,Long,2025-11-25T18:28:55.997000+00:00,2025-11-25T18:30:43.266000+00:00,176.251,176.38,17.03,6005.31,2.21,13,Medium ($10-$50),Mid (>=$0.50),Medium ($10-$50),Mid (>=$0.50),No
0x238ae641390a55969271161401880bb154b06ebe,NVDA,Bearish,Will NVIDIA be the second-largest company in the world by market cap on December 31?,No,0.863,5.79,5.0,5.79,2025-12-17T21:12:07+00:00,2025-12-31T00:00:00+00:00,13.1,No,NVDA,Long,2025-11-25T18:28:55.997000+00:00,2025-11-25T18:30:43.266000+00:00,176.251,176.38,17.03,6005.31,2.21,13,Small (<$10),Mid (>=$0.50),Small (<$10),Mid (>=$0.50),No
0x25484cb3130cfd833c8751266ab95d4c2993700b,TSLA,Bearish,Musk out as Tesla CEO in 2025?,No,0.989,7.08,7.0,7.08,2025-12-10T18:13:02+00:00,2025-12-31T12:00:00+00:00,20.7,No,TSLA,Long,2025-12-26T15:10:31.398000+00:00,2025-12-26T15:12:38.516000+00:00,481.32,479.85,4.343,4174.36,-6.38,4,Small (<$10),High confidence (>=$0.90),Small (<$10),High confidence (>=$0.90),Yes
0x392ae4c105bd1ae95ffec05eefe645be3b6e6503,GOOGL,Bearish,Sundar Pichai out as Google CEO in 2025?,No,0.9898,30.31,30.0,30.31,2025-12-11T22:56:56+00:00,2025-12-31T12:00:00+00:00,19.5,Yes,GOOGL,Long,2025-12-15T11:18:44.630000+00:00,2025-12-15T11:38:19.081000+00:00,311.334,311.62,2.705,1685.09,0.77,10,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x41eb8d19ae61af581833c9e9cbdb25785fc6c08f,NVDA,Bullish,Will NVIDIA (NVDA) close at $185–190 in 2025?,Yes,0.1,50.0,5.0,50.0,2025-12-03T03:52:01+00:00,2025-12-31T00:00:00+00:00,27.8,No,NVDA,Short,2025-12-02T14:00:53.935000+00:00,2026-01-14T14:31:28.955000+00:00,180.0069,183.29,20.508,7386.55,3.38,30,Small (<$10),Low (<$0.50),Small (<$10),Low (<$0.50),No
0x4f7f36299e4ff4f54352cdd537e4f8d86cb2386c,NVDA,Bearish,Will NVIDIA (NVDA) beat quarterly earnings?,No,0.1398,715.33,100.0,715.33,2025-11-19T19:49:11+00:00,2025-11-19T22:00:00+00:00,0.1,No,NVDA,Long,2025-11-19T20:06:59.990000+00:00,2025-11-20T09:36:36.844000+00:00,187.4742,197.01,58.846,22424.48,360.28,34,Large (>=$50),Low (<$0.50),Large (>=$50),Low (<$0.50),No
0x4fe2e743da6e8d1aa0c9ed5489d8c2c9b5f96c87,GOOGL,Bearish,Will Google (GOOGL) hit $355 before 2026??,No,0.8384,59.64,50.0,59.64,2025-12-01T18:31:32+00:00,2025-12-31T23:59:59+00:00,30.2,No,GOOGL,Long,2025-11-24T11:36:26.130000+00:00,2025-11-24T13:47:53.506000+00:00,307.1666,310.86,100.0,61823.05,389.79,88,Large (>=$50),Mid (>=$0.50),Large (>=$50),Mid (>=$0.50),No
0x585fdb545362bfe550300d851d049244c21fc3d6,AAPL,Bullish,Will Apple be the second-largest company in the world by market cap on December 31?,Yes,0.977,10.24,10.0,10.24,2025-12-23T19:52:23+00:00,2025-12-31T00:00:00+00:00,7.2,No,AAPL,Short,2025-12-23T19:45:08.064000+00:00,2025-12-23T19:45:08.064000+00:00,,272.14,,10.07,0.0,1,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x5d91c94fd64a08f9b9812c22f4da940b8ceda4ee,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.9107,109.8,100.0,109.8,2025-11-19T14:55:35+00:00,2025-11-19T22:00:00+00:00,0.3,Yes,NVDA,Short,2025-11-13T12:14:53+00:00,2025-11-13T15:09:28.348000+00:00,190.2723,189.31,145.032,55177.62,-13.52,60,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x5d91c94fd64a08f9b9812c22f4da940b8ceda4ee,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.918,108.93,100.0,108.93,2025-11-19T14:55:13+00:00,2025-11-19T22:00:00+00:00,0.3,Yes,NVDA,Short,2025-11-13T12:14:53+00:00,2025-11-13T15:09:28.348000+00:00,190.2723,189.31,145.032,55177.62,-13.52,60,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x70770e5aa200d39bfd34b388fdd1d69a03f0a8f1,NVDA,Bullish,Will NVIDIA (NVDA) beat quarterly earnings?,Yes,0.94,21.28,20.0,21.28,2025-11-17T10:49:31+00:00,2025-11-19T22:00:00+00:00,2.5,No,NVDA,Short,2025-11-17T07:14:34.216000+00:00,2025-12-10T11:53:11.763000+00:00,180.1144,185.6,403.868,145566.45,81.61,251,Medium ($10-$50),High confidence (>=$0.90),Medium ($10-$50),High confidence (>=$0.90),Yes
0x99291427e58c442636d265a5d65df23b9453db68,GOOGL,Bullish,Will Google (GOOGL) hit $345 before 2026??,Yes,0.5,10.0,5.0,10.0,2025-11-26T16:42:17+00:00,2025-12-31T23:59:59+00:00,35.3,No,GOOGL,Short,2025-11-25T08:38:12.399000+00:00,2026-05-13T18:52:23.623000+00:00,324.9789,402.54,18.837,12247.42,4.17,36,Small (<$10),Mid (>=$0.50),Small (<$10),Mid (>=$0.50),No
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.987,1032.48,1019.06,1032.48,2026-03-21T13:00:03+00:00,2026-03-31T00:00:00+00:00,9.5,Yes,NVDA,Short,2026-03-17T17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.987,2307.95,2277.95,2307.95,2026-03-21T09:10:55+00:00,2026-03-31T00:00:00+00:00,9.6,Yes,NVDA,Short,2026-03-17T17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.985,176.42,173.77,176.42,2026-03-21T06:41:53+00:00,2026-03-31T00:00:00+00:00,9.7,Yes,NVDA,Short,2026-03-17T17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.983,230.95,227.02,230.95,2026-03-21T06:27:47+00:00,2026-03-31T00:00:00+00:00,9.7,Yes,NVDA,Short,2026-03-17T17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0x992fa1f4459042e59734c4e38bec152ff119ecdb,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on March 31?,Yes,0.982,1751.34,1719.82,1751.34,2026-03-21T06:26:09+00:00,2026-03-31T00:00:00+00:00,9.7,Yes,NVDA,Short,2026-03-17T17:33:56.290000+00:00,2026-04-10T08:16:33.864000+00:00,183.2072,183.2,109.425,40047.33,-47.62,14,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0xa8da06619f2d7211f9625b57f37016f42a4bf105,AAPL,Bullish,Will Apple be the second-largest company in the world by market cap on December 31?,Yes,0.998,100.0,99.8,100.0,2025-12-30T19:53:03+00:00,2025-12-31T00:00:00+00:00,0.2,No,AAPL,Short,2025-12-05T10:03:24.640000+00:00,2026-06-13T11:21:18.430000+00:00,286.0817,291.03,23.5,13473.99,28.14,23,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
0xb6d3e41eb7715e1460aabbb492f7fd1285fe78b3,NVDA,Bullish,Will NVIDIA be the largest company in the world by market cap on November 30?,Yes,0.999,51.05,51.0,51.05,2025-11-29T18:49:17+00:00,2025-11-30T00:00:00+00:00,0.2,No,NVDA,Short,2025-11-19T22:50:57.169000+00:00,2026-02-12T18:17:53.103000+00:00,191.428,189.0,67.97,26013.6,-9.13,51,Large (>=$50),High confidence (>=$0.90),Large (>=$50),High confidence (>=$0.90),Yes
